"eBird.English.Name.2022","currentslopelci1","currentslopemean1","currentsloperci1","currentslopelci2","currentslopemean2","currentsloperci2","currentslopelci3","currentslopemean3","currentsloperci3","currentslopelci4","currentslopemean4","currentsloperci4","currentslopelci5","currentslopemean5","currentsloperci5","currentslopelci6","currentslopemean6","currentsloperci6","currentslopelci7","currentslopemean7","currentsloperci7","currentslopelci8","currentslopemean8","currentsloperci8"
"Gray Francolin",0.0388257840491009,2.96207855935529,5.88533133466149,0.875972171884414,6.03532861066649,11.1946850494486,1.00137152655689,3.57706135842351,6.15275119029014,0.9219651332078,3.43934536649227,5.95672559977674,0.849047952865588,3.35194998622294,5.8548520195803,0.78840065997524,3.30499646736071,5.82159227474619,0.927337556618795,3.61267990534352,6.29802225406824,0.541033783597324,3.65264275180001,6.7642517200027
"Black-winged Kite",-4.76674459269788,-3.34048495440233,-1.91422531610679,-8.79821888345061,-6.40714470265119,-4.01607052185177,-4.72570565679527,-3.56791123305836,-2.41011680932145,-4.60556963137924,-3.46761026736688,-2.32965090335451,-4.39618372592559,-3.29386576815481,-2.19154781038404,-4.86396403522522,-3.75291643272152,-2.64186883021782,-5.01801223797431,-3.82402421009056,-2.6300361822068,-4.63352196434083,-3.1521946537532,-1.67086734316557
"Ashy Prinia",1.03705519285202,3.1855596936429,5.33406419443377,1.63638644265115,5.35910537133478,9.08182430001842,1.43439853455704,3.3044740860388,5.17454963752057,1.21426510065568,2.98803537740157,4.76180565414746,1.22246226754909,3.03639553395023,4.85032880035136,1.12425218649483,2.93654022234625,4.74882825819768,1.08258863707157,3.05082642337654,5.01906420968152,1.8249518090197,4.06459763882762,6.30424346863553
